회사명,X1,X2,X3,X4,X5,X6,X7,X8,X9
HMM,0.0848868840904423,0.0844942635674709,0.0836552468639979,0.0911934948990699,0.0866722096515419,0.156828385996433,0.17370652776264,0.144643777625603,0.0939192095428013
삼성에스디에스,0.166823004668205,0.121981280277379,0.0832289386554972,0.0959447987874219,0.110624034915223,0.116554017813969,0.092484742816511,0.107398407413598,0.104960774652196
삼성전기,0.0811949281304848,0.116120217659863,0.0880251814648073,0.0914967708624069,0.110982656780304,0.157141821846001,0.0975477794570968,0.105034958390371,0.152455685408666
크래프톤,0.100779985500037,0.114784617336541,0.100367847433869,0.0948998195803853,0.0844265250674572,0.193186411151939,0.0881840806246348,0.113310767519009,0.110059945786127
우리금융지주,0.0821074554473294,0.0848990778685348,0.0822710854336726,0.0842261382575196,0.0870402766413765,0.147726128863455,0.110416091714438,0.221336091595973,0.0999776541777014
두산에너빌리티,0.0855571820665471,0.147523412847291,0.0821439161844065,0.0994970488336545,0.105764229035898,0.133760779818339,0.121729579672121,0.11219552082935,0.111828330712394
대한항공,0.0976284576325153,0.098037869352545,0.0989910467231884,0.0963542245885059,0.172653969085145,0.11931829993552,0.103051485041016,0.100105270784692,0.113859376856872
카카오뱅크,0.179323458770152,0.0801516580364927,0.0870525741741613,0.0804620801165715,0.0817572188209684,0.146132073125938,0.0981171576227631,0.159180428116181,0.0878233512167719
엔씨소프트,0.107518874571125,0.106876470741716,0.106112599834043,0.0891793620877855,0.0903934488740488,0.172166688292747,0.105199226966357,0.106209551938761,0.116343776693417
기업은행,0.0924943164937504,0.0905126281763084,0.0895450528010745,0.0860452359795367,0.0893660374878658,0.12466713946299,0.108459916454333,0.199398715171285,0.119510957972857
LG이노텍,0.0777958974577325,0.141527347793808,0.0888168133413654,0.103725723565896,0.0879290555399717,0.20515873003968,0.0811934225331252,0.102723336747993,0.111129672980429
현대글로비스,0.0966433959288914,0.11282314514845,0.100209015180937,0.150060522116387,0.112153697997969,0.130951459071673,0.095880528914766,0.0993079705584519,0.101970265082474
CJ제일제당,0.0847578142898944,0.0959230546857565,0.177226238499564,0.096316186911559,0.0989758840379862,0.110593604335387,0.104713302511272,0.124559511558793,0.106934403169788
아모레퍼시픽,0.0879155037728243,0.105536871038092,0.181723470558287,0.095199097222667,0.0901396458139285,0.148837952100939,0.0881506136277143,0.0970297430819939,0.105467102783554
SK바이오사이언스,0.0871198665422773,0.118071344841329,0.11019939031878,0.153039327097544,0.0810900111879295,0.117220004908952,0.106872397654945,0.104246115030634,0.12214154241761
F&F,0.0852670713914191,0.0781850315707826,0.114517993352198,0.100390872651273,0.0761888228886014,0.270010526709763,0.0919783352553583,0.104995231291424,0.0784661148891798
LG디스플레이,0.0802801050477063,0.164730921969426,0.0909687430122102,0.10390628986338,0.101631950198345,0.1431430149321,0.0843375682011859,0.120616264549134,0.110385142226513
한국조선해양,0.0820073535285116,0.115276783880066,0.0756721915404583,0.103550649866528,0.0900379542624856,0.104072077865129,0.216788266530713,0.119799122066338,0.0927956004597698
강원랜드,0.0966897975733982,0.0879516405576983,0.114235167917425,0.0862291060390473,0.0934531806788744,0.117865144096577,0.146420361386468,0.104199480791568,0.152956120958944
롯데케미칼,0.0816186696363214,0.141292567131881,0.0977853408231401,0.157988483659632,0.0990589434773581,0.102667839391714,0.0880919517827663,0.131530754462368,0.0999654496348185
LG유플러스,0.116945411806705,0.186474446622734,0.114884380006844,0.0859883017201673,0.0923305550487308,0.0935068846972523,0.0961264358097664,0.102450379807159,0.111293204480642
삼성엔지니어링,0.0854452202000737,0.125916481754519,0.077488020457195,0.115131453283383,0.147525325540162,0.118297118183558,0.115441510293179,0.109230590878218,0.105524279409713
삼성중공업,0.086671157050386,0.112453975148183,0.0784240088260479,0.111913523814847,0.0997880930043068,0.110621654717945,0.129903547135874,0.146298237280141,0.123925803022269
에스케이바이오팜,0.0890292958345682,0.0927937002670869,0.0875301652497223,0.159280434581057,0.0851485949370131,0.147458302813041,0.131907615319076,0.0996193904681171,0.107232500530319
유한양행,0.0843974878393136,0.0959553446125048,0.100115076794198,0.195782582992419,0.0915346039732742,0.114080815029841,0.0937777605701882,0.104707138508023,0.11964918968024
코웨이,0.0894710818656086,0.120913065700603,0.187143028889431,0.0889394586152119,0.093692315321274,0.0960770673664351,0.0893480509361121,0.104419811854133,0.129996119451191
오리온,0.0864883412426937,0.0871179332712292,0.19536242477941,0.096237437493981,0.0878140980136259,0.148773190852494,0.102645803786207,0.105444058745049,0.0901167118153105
넷마블,0.106976212570545,0.107763234030854,0.101569059328474,0.0870215261027934,0.0891395923266614,0.185167148961743,0.102044658919048,0.0980449206038389,0.122273647156042
SK아이이테크놀로지,0.0943071421966263,0.0913553673276149,0.0880249929153649,0.0986852481697058,0.0941456930214205,0.205179438792841,0.0857642406359931,0.111862675415588,0.130675201524846
현대오토에버,0.0948139634117771,0.14575104405271,0.0889308381161595,0.10748126814742,0.103207293599664,0.109331739889864,0.0877159709998621,0.0963180985030029,0.16644978327954
BGF리테일,0.0881025638470678,0.0993605182157899,0.243981372285785,0.085396103323997,0.090864521644979,0.116941026920862,0.0863060777111683,0.0915899875373211,0.0974578285130296
한국가스공사,0.0910662618759865,0.127699279900745,0.0836752022316681,0.112897182295195,0.104975410085188,0.110491763757201,0.136845755328332,0.125382349159258,0.106966795366428
한미약품,0.0837474331961272,0.0907165365209199,0.0839880609089306,0.195957524352178,0.110848750086153,0.120786049784014,0.105203946916653,0.0896824232908616,0.119069274944163
에스디바이오센서,0.0762421401641477,0.0914716117309489,0.086130551841265,0.110089188403661,0.108918114906761,0.155899676851166,0.0930730472939752,0.166863334780702,0.111312334027374
호텔신라,0.0820396725426163,0.090704483203784,0.11121287092224,0.0918630878630853,0.159426495891483,0.104536670871959,0.0864506269409737,0.0986868614974327,0.175079230266426
제일기획,0.0917750603446249,0.127171181943878,0.110079746856305,0.0900945002385819,0.0968504862950816,0.188919804138077,0.096899205115339,0.0987222169398434,0.099487798128269
일진머티리얼즈,0.0803045201534024,0.0926549654033091,0.102489048476728,0.188987378098997,0.0885398861712494,0.126677586461089,0.0888282163880982,0.147509082411849,0.0840093164352786
포스코인터내셔널,0.0865955679012583,0.118682203276203,0.084870479461818,0.178884247490991,0.0865408075441166,0.142859566868658,0.0863522008880123,0.109888166333956,0.105326760234986
롯데쇼핑,0.0860852518057931,0.0917190188840404,0.187912106621176,0.0986942802945877,0.10514265945364,0.10021726161249,0.101828588123606,0.118637159869033,0.109763673335634
GS리테일,0.087453400696123,0.0927356030854688,0.246324099973818,0.0814271268477725,0.0863586399248508,0.0999823438840583,0.0957697556979438,0.0929504228796138,0.116998607010351
이마트,0.0860379207143236,0.0881441568236688,0.188071279342151,0.0875135507231913,0.162178210271571,0.100701947885215,0.0909604501102208,0.100924221303606,0.095468262826052
에스원,0.103921282027339,0.152404531792454,0.0877374561218964,0.0877703653053455,0.121421432633125,0.111539281737948,0.0855293200866076,0.109099995930189,0.140576334365095
신세계,0.0859015023929278,0.0892511300389106,0.219230354667851,0.0874142774452569,0.102611534881814,0.104885440633516,0.0973523680359191,0.110341199988619,0.103012191915185
한전기술,0.0794566938878277,0.129639203166735,0.0784650855788041,0.0880451219763197,0.0853215639469261,0.161504790566624,0.161180941947372,0.105428686838879,0.110957912090513
동서,0.0875826482558384,0.0995041154329045,0.0817987870465461,0.084042399223602,0.235252907156137,0.0870994154624924,0.125982724042809,0.0884612287933512,0.110275774586319
영원무역,0.100223458909057,0.0799394832498281,0.0947702940887525,0.134873066232093,0.094468218882012,0.186144715475344,0.109616916026652,0.117411787821524,0.0825520593147368
농심,0.0881000034454205,0.0960794126146753,0.191023986887827,0.10395097609435,0.101087028324149,0.118598220400921,0.0935686992474996,0.103868204348049,0.103723468637108
대웅제약,0.0815503012624171,0.113800113988309,0.0944536666657417,0.21210540211481,0.0892327627742273,0.109550654169977,0.0879808116124279,0.0961905777149493,0.11513570969714
오뚜기,0.0908965543164462,0.0891542054249065,0.204321014873243,0.0966199516601186,0.0903032153441767,0.11323009000223,0.111535054112501,0.105986097464292,0.0979538168020861
하이트진로,0.0870834940455106,0.085821771632027,0.172695775569345,0.0879403032077162,0.0899782555412872,0.10545595549973,0.161212737440317,0.097807063917244,0.112004643146823
대성홀딩스,0.0786663397840697,0.100314993120351,0.0859572440424378,0.119353224034228,0.11983453645648,0.116363488201856,0.141353477579765,0.133382699066984,0.104773997713828
녹십자,0.0936868329673445,0.0865627325944604,0.12171735899542,0.115904526028921,0.0962843762932107,0.121088381437566,0.101744226285586,0.102842355726342,0.160169209671149
롯데칠성음료,0.0916655784548919,0.0917210585776008,0.204450610367975,0.0923514074087272,0.0979507261418356,0.104090643949458,0.0994353816521058,0.113098090576016,0.105236502871391
롯데제과,0.0886102421233664,0.0846353624468627,0.207766853884126,0.0998342502952014,0.094673708739979,0.109959959123481,0.107200924101733,0.104653685574316,0.102665013710934
대웅,0.0825206363358322,0.116427555956928,0.0943381542188838,0.210061172693377,0.0889842596807821,0.108969070889717,0.0881899907784658,0.0958280120814924,0.114681147364522
롯데렌탈,0.0982702458769701,0.11774548292675,0.124552380093767,0.0978835281262161,0.11316420787663,0.168260351456355,0.0847447291535305,0.107090472095231,0.0882886023945504
삼천리,0.135401931674102,0.102724568906783,0.0951642870152992,0.089478053083875,0.104449983494284,0.131046209810404,0.0877292712497756,0.132907657818638,0.12109803694684
신풍제약,0.087207357721399,0.0751235541253642,0.0888273988151243,0.130903701114672,0.106903074778893,0.11472734276638,0.226848222486927,0.0848505982426522,0.0846087499485881
동원산업,0.0826527819371602,0.112725167680517,0.147250878498886,0.0941290450941127,0.0978943092586876,0.0895944275200283,0.109559306688698,0.119226173543753,0.146967909778157
삼양식품,0.0862902972642229,0.0892014943057958,0.200266835426165,0.100028428192633,0.098599613420886,0.134120903444717,0.0887334970993603,0.105464861106078,0.0972940697401415
화승엔터프라이즈,0.100653594771242,0.0888888888888889,0.065359477124183,0.147712418300654,0.0888888888888889,0.230065359477124,0.100653594771242,0.100653594771242,0.077124183006536
지누스,0.0823963549336164,0.0850018821366777,0.128943777675434,0.0833073177231521,0.0800966501054486,0.200593657203699,0.106549932766782,0.154073560256061,0.0790368671991287
SGC에너지,0.0682496345206734,0.124656629910322,0.0734125347490044,0.0753007894725917,0.103603207384708,0.107797813426211,0.0782056089056503,0.0774480331480746,0.291325748482765
조광피혁,0.078225657228095,0.0991259813425121,0.0871990778537787,0.118382796168499,0.121980639423689,0.109326551103409,0.146936280856568,0.140647128181864,0.0981758878415843
