_id,X1,X2,X3,X4,X5,X6,X7,X8,X9
6372351256e914c0d68a6a54,0.0809327846,0.0685871056,0.0685871056,0.0932784636,0.0809327846,0.105624143,0.352537723,0.0809327846,0.0685871056
6372359256e914c0d68a6a56,0.0753512133,0.0638569604,0.0753512133,0.098339719,0.0638569604,0.0753512133,0.328224777,0.144316731,0.0753512133
6372369f56e914c0d68a6a58,0.0624219725,0.0848938826,0.0624219725,0.433208489,0.0961298377,0.0624219725,0.0736579276,0.0624219725,0.0624219725
6372373356e914c0d68a6a5a,0.0726495726,0.0534188034,0.0534188034,0.0726495726,0.0534188034,0.50534188,0.0534188034,0.0822649573,0.0534188034
637237a956e914c0d68a6a5c,0.133537207,0.161060143,0.0968399592,0.0784913354,0.0784913354,0.0601427115,0.0601427115,0.0693170234,0.261977574
6372385056e914c0d68a6a5e,0.0981240981,0.0721500722,0.0721500722,0.0721500722,0.0721500722,0.0721500722,0.357864358,0.111111111,0.0721500722
63723d4556e914c0d68a6a60,0.0417710944,0.0417710944,0.0417710944,0.0492898914,0.0417710944,0.237259816,0.0417710944,0.455304929,0.0492898914
63723dc256e914c0d68a6a62,0.108298172,0.209563994,0.108298172,0.120956399,0.0829817159,0.158931083,0.070323488,0.070323488,0.070323488
63723e1d56e914c0d68a6a66,0.0762273902,0.0645994832,0.0994832041,0.0878552972,0.0645994832,0.111111111,0.273901809,0.157622739,0.0645994832
63723e7956e914c0d68a6a68,0.0805152979,0.0805152979,0.239935588,0.123993559,0.0805152979,0.123993559,0.0805152979,0.0805152979,0.109500805
63723e9e56e914c0d68a6a6a,0.107936508,0.150793651,0.0936507937,0.122222222,0.0793650794,0.150793651,0.0936507937,0.122222222,0.0793650794
63723f0b56e914c0d68a6a6c,0.122222222,0.0793650794,0.0793650794,0.0793650794,0.0793650794,0.179365079,0.150793651,0.150793651,0.0793650794
63723f5356e914c0d68a6a6e,0.0858585859,0.0858585859,0.199494949,0.0631313131,0.108585859,0.210858586,0.0631313131,0.119949495,0.0631313131
